Criteria;Province;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Total wastewater discharge;Yunnan;39398,94272;39681,28904;39967,00267;40211,6912;40322,24571;40546,57455;40887,36218;41299,42319;41480,95482;41614,166;41911,39735;42249,32072;42498,17125;42640,66586;42997,95696;43140,00303;43448,67749;43456,8213;43605,72863;43984,6208;44151,29395;44265,90731;44377,14578;44708,81249;45078,10981;45173,88378;46024,61697;48228,68173;48344,20733;49841,78775;51322,34104;52381,94504;53132,02248;53442,18557;53462,29811;54771,17671;56061,72127;57051,33253;59813,46558;62499,36651;63877,42275;67101,7368;70277,97268;72567,35721;73006,24057;74905,12804;76760,01;78836,529;81579,90658;84383,36096;86317,53003;89476,27704;91478,92276;93012,69528;96512,01859;99422,72722;102120,0201;102152,426;105817,7037;108372,571;110354,6844
Total wastewater discharge;Tibet;1529,627783;1545,040755;1551,096875;1564,602472;1575,859665;1583,926155;1588,315585;1592,285366;1595,22395;1599,780686;1611,72671;1615,783253;1618,103891;1619,927837;1628,822563;1644,461825;1658,701327;1663,960499;1671,193149;1684,663335;1697,623827;1703,193894;1712,455012;1726,847074;1728,398563;1736,300955;1790,561975;1861,077907;1887,858623;1959,105578;2046,002636;2103,289011;2116,739849;2125,401981;2153,938034;2234,70615;2327,665513;2357,793493;2377,479597;2437,194576;2453,147653;2463,456686;2517,548987;2530,691648;2589,528205;2677,237184;2685,01;2748,438552;2805,44954;2815,839568;2914,387056;2958,444195;3055,484752;3139,069448;3164,374826;3234,178147;3256,15478;3266,121742;3316,286161;3441,299809;3555,058722
Total wastewater discharge;Shaanxi;41256,13601;41628,78904;41918,62618;42275,80644;42606,83311;42740,33824;43135,50952;43522,99184;43933,06168;44164,04418;44509,7534;44838,04384;45131,93204;45230,78053;45434,51124;45884,89878;46078,92501;46311,85053;46486,55752;46607,96908;46780,35971;47251,15693;47622,47417;47985,50508;48466,42664;48929,12744;50230,3076;52276,95269;53724,21653;54782,19802;55400,5683;55898,60686;56320,95033;57619,82158;59732,2308;59959,48528;61899,80981;62053,11249;65302,71376;66852,14747;70112,27666;73558,00987;74434,06367;76257,15653;76748,97084;80412,81423;82204,01;83517,73602;84382,76369;86360,35995;89754,57147;92170,58125;94884,12812;97900,33278;99390,14856;100699,6224;103467,5151;104580,6103;106612,4829;108097,6115;109608,8303
Total wastewater discharge;Gansu;24803,45036;24960,97949;24991,58531;25031,64216;25037,81262;25057,70744;25140,12845;25358,69573;25597,53017;25616,30983;25662,82775;25815,42015;25819,90482;25868,75788;25923,22387;26021,28347;26201,23193;26295,77042;26418,54179;26555,15367;26721,0584;26819,60569;27054,75439;27120,71888;27163,38901;27382,35941;28024,14419;28314,24973;28458,76386;29803,9965;30402,83088;30580,3689;31851,15248;33192,00279;33730,92634;34181,11801;35627,44713;36538,23446;37547,26897;39477,29902;39867,46198;40199,97704;40510,18971;40643,89235;41149,0664;41939,94827;42254,01;42289,67262;43420,95106;44713,32835;45979,61972;47047,35323;47328,61644;49077,06677;50314,84002;51055,265;52316,60051;53023,96105;53421,82003;55447,23246;55727,10672
Total wastewater discharge;Qinghai;7448,078586;7507,579593;7507,966164;7521,104769;7557,565784;7567,088092;7620,841913;7626,403346;7650,197758;7653,427741;7713,128172;7766,606443;7818,421263;7820,304215;7870,357654;7934,595668;8001,52365;8075,695675;8097,194281;8143,082483;8222,442176;8275,903849;8301,164451;8373,474536;8452,333333;8503,34412;8880,522783;9221,795004;9330,223989;9459,353919;9650,401;9848,259221;10146,81166;10396,82909;10930,89915;11292,61251;11370,07181;11906,30493;12517,02579;12600,9691;12930,71526;13392,41315;13772,91861;13916,77223;14645,01408;15047,91016;15726,01;15825,87635;16442,93111;16833,33012;17050,87778;17731,38387;18012,1791;18286,74477;18580,7125;18693,4041;18704,48515;19096,2284;19664,12478;20269,4005;20843,57545
Total wastewater discharge;Ningxia;13210,0558;13276,19126;13344,12771;13429,78188;13457,23488;13569,3376;13615,87475;13737,27065;13838,00314;13928,35787;13966,289;13971,82697;13979,53092;14119,60443;14152,69815;14208,90098;14329,95175;14334,26219;14416,14996;14443,29579;14459,95264;14547,33815;14627,48632;14766,91724;14773,40961;14802,9261;15484,23855;16010,70409;16031,03794;16295,1757;16422,29151;16831,19083;17593,13929;18178,23731;18395,50397;19327,76037;19380,19508;20240,59942;20962,81042;21876,85813;21946,91349;23081,53113;23413,70073;24074,04796;24198,32569;25177,97832;25276,01;25399,40751;25988,41128;26094,42375;26424,83424;26439,72422;27080,28484;27499,39616;27988,11051;28916,37084;29115,16654;30033,55086;30300,89177;31130,83772;31883,60379
Total wastewater discharge;Xinjiang;30208,00424;30288,43829;30385,02653;30654,95428;30835,14933;31102,89652;31274,08305;31344,87359;31457,22998;31651,93414;31969,60184;32118,15107;32412,42496;32467,71234;32734,37837;32763,40365;32806,9986;33122,22237;33409,25113;33528,22112;33658,16002;33797,90338;34106,86079;34163,35656;34163,38087;34292,28321;35260,66301;36270,06808;36492,54673;37076,02495;38282,19638;39811,72412;41316,15153;43206,68855;43799,5556;45651,0566;45793,13943;47339,39616;48546,21443;50269,35514;51785,8255;51873,71699;52070,43928;53109,65468;54289,13477;56448,01811;57440,01;57443,5681;58393,01239;59156,18653;60352,35005;61766,52331;63284,56579;65741,23287;67414,18193;67822,2328;69773,61162;71339,58269;73492,74542;74802,75569;77719,19145
Woodland area;Beijing;108,2134608;108,0105683;107,1828519;106,2507551;105,9942757;105,962076;105,3587499;105,2221451;104,3511576;104,2424013;104,1968325;103,6542362;102,8941968;102,2101136;101,6928309;101,6535291;101,3216495;101,0593065;100,7541338;99,95576421;99,34061657;98,99386561;98,96412235;98,12909081;97,87272929;97,60107214;97,41445634;97,37581733;96,75282947;95,87782339;95,19068991;95,00187095;94,70348557;94,320737;94,20710486;93,56343847;93,26928025;93,02824349;92,21552369;91,85832479;90,95206485;86,007581;84,10635603;82,55948605;80,60966204;79,30975316;77,9831982;75,92967308;73,93505715;71,76234234;69,72290514;68,02460335;66,82448635;65,71127956;64,24042648;62,77080637;61,93447419;61,17726526;59,89674756;58,6384703;57,28146385
Woodland area;Tianjin;17,198421;17,07822241;17,06589223;17,0623833;17,02574998;16,88858497;16,84384142;16,8222205;16,76960483;16,61211681;16,5137687;16,37490004;16,27804115;16,16014349;16,11704168;15,97871922;15,95962138;15,83506256;15,80286152;15,76195354;15,66480391;15,57821446;15,5769443;15,4486212;15,31633918;15,31612991;15,29744637;15,25786344;15,22702968;15,19660783;15,08498367;15,02728467;14,99631694;14,90752267;14,77244887;14,65433265;14,56274689;14,49883113;14,4664962;14,3575813;14,21762018;14,04074412;13,76658555;13,62653553;13,36090976;13,17572713;12,8055573;12,47058829;12,3117992;12,02415857;11,82717012;11,62932403;11,35803089;11,17801206;10,90692024;10,60676389;10,4274731;10,14032049;10,00887793;9,883216166;9,781290566
Woodland area;Hebei;778,4624538;775,021128;772,7002597;770,0113097;765,4910028;764,3899038;763,0182809;757,1493051;754,4408789;752,8309996;750,0570321;749,760516;747,7627714;747,6281012;741,8656317;737,2374065;733,3561007;733,0669137;732,4098931;729,3407865;729,2458787;723,1546777;722,4066941;718,493987;713,2444102;709,0724728;705,3149781;700,2997386;695,5116881;691,9725526;686,1480509;680,7881247;678,9778783;672,8649647;666,810924;666,4532316;661,7978213;657,7237144;653,5565605;653,2168668;647,1031569;623,5094386;615,5088835;597,4613273;588,9866939;581,2205095;565,8221278;551,9082426;544,6411613;535,5314701;525,5113153;512,7613954;501,395763;489,2474993;480,1898208;474,569787;464,3308497;451,7982241;444,4412853;437,8552865;433,0751238
Woodland area;Shanxi;872,6704104;865,5839131;865,0040323;864,2946126;857,8426524;851,2539312;850,779159;844,1283594;841,7773078;833,8193889;831,452486;824,4995782;818,4196201;810,4844783;804,5492001;802,6744102;798,6658151;793,7155259;788,7760423;781,8069751;777,0705567;773,7809086;769,4509773;764,2667234;758,7552037;752,7671469;749,7618098;746,925074;742,3796217;740,3750921;735,9842743;729,5633122;726,3469233;720,3947494;720,1995729;714,9854058;714,4455506;707,906463;702,2046455;700,2309827;694,46219;633,8284894;625,4979027;607,8790203;596,1870001;588,5301227;571,5713876;558,6637881;543,6390564;531,0550196;517,6495786;508,4761362;497,3489302;487,5319613;476,2324439;469,2458282;463,6443372;458,7601772;452,79297;442,058165;431,0869411
Woodland area;Inner Mongolia;4943,467078;4912,406452;4908,121785;4874,409674;4835,52081;4799,724583;4780,979322;4760,474055;4721,170813;4675,690007;4649,026705;4635,90797;4594,998817;4553,21154;4535,870638;4502,940936;4468,836941;4444,744889;4405,211943;4380,150653;4359,067829;4334,622658;4315,082478;4281,349101;4253,088014;4212,444516;4171,120746;4151,296975;4135,411031;4123,653345;4096,211273;4069,429301;4068,899498;4038,996477;4002,079864;3992,879565;3953,825707;3944,957165;3929,356372;3928,851702;3923,10559;3856,326278;3743,521805;3668,723046;3590,789919;3527,314126;3431,390955;3371,731415;3293,454239;3205,698657;3153,251343;3104,654667;3015,048647;2938,909845;2858,470248;2786,409644;2754,739519;2709,208788;2634,89105;2580,393739;2525,078094
Woodland area;Liaoning;792,422197;791,1542454;785,3508643;782,3462059;779,8791435;779,1910478;778,5067471;777,4543025;770,3515012;765,7213099;760,7390801;755,8601314;751,757539;748,5965261;741,8482366;735,6882951;730,8730818;724,9076577;724,8470679;722,6910446;717,6182961;712,1319011;707,485697;706,0194397;702,172402;701,4079341;700,1176746;696,9688708;691,9909466;686,961693;680,9438268;676,9518003;674,2460512;671,1302607;669,8009;665,2960322;662,0095494;655,4808602;653,5987845;647,721675;642,7043547;616,5586025;603,1650235;587,9350873;572,6169011;556,4261298;542,7960703;535,8376233;520,776835;511,2037865;505,7652229;492,6598804;483,0426799;475,0129448;466,5226839;461,5583614;453,3498087;441,6787351;429,229174;420,1796587;414,1299686
Woodland area;Jilin;975,8909298;966,3489069;961,7440828;954,0715362;948,4117075;945,4633184;937,8487742;930,0640556;926,3918672;917,8848933;911,1533017;906,0755878;903,0901912;900,3586751;892,9496775;892,8753699;884,154112;878,4369287;871,5058806;863,8630181;856,8795678;851,848424;849,8344189;848,2569469;842,9238059;840,9445804;837,7303313;831,1210849;825,4410642;820,7001619;817,2208756;810,9230983;810,6245208;804,0638428;798,6205645;793,3685026;791,1541876;787,0581502;783,523261;782,1103942;779,2294692;723,6968348;709,9577175;696,0801934;680,1427684;664,5973106;652,6707505;639,3138907;629,2088428;612,8394611;596,8396929;589,4271805;582,9317991;572,9969849;561,2889769;552,4291358;542,1447931;535,7800359;526,1580721;519,1342195;511,9513219
Woodland area;Heilongjiang;2411,974799;2405,26279;2382,239424;2374,613924;2356,604454;2335,056189;2316,315743;2300,509661;2280,106398;2262,971382;2251,09895;2239,94141;2228,090325;2216,688021;2201,334258;2198,399568;2179,60276;2175,746027;2173,584156;2168,550901;2149,786962;2149,083699;2139,956628;2122,103905;2120,390483;2101,988867;2083,249709;2080,663795;2066,023002;2051,818725;2032,268386;2027,739103;2026,647114;2006,861388;1988,652428;1984,140485;1969,542038;1956,973027;1939,67204;1921,829821;1907,235991;1820,463946;1783,128431;1751,646455;1712,889377;1686,926204;1667,650942;1640,289796;1592,139579;1549,13411;1522,483348;1500,477613;1462,435218;1439,260793;1404,542007;1390,487918;1357,800928;1317,735945;1301,759682;1286,006182;1248,439122
Woodland area;Shanghai;8,077629003;8,066822723;8,019760669;7,9676207;7,907323892;7,89689007;7,878314376;7,832680519;7,770327847;7,716382614;7,640012187;7,624685841;7,614328473;7,562365198;7,493814274;7,451667471;7,42380237;7,371096527;7,30754895;7,272369795;7,260380067;7,22729596;7,216735015;7,176213202;7,176068816;7,146909197;7,134116639;7,128596666;7,118351392;7,103442656;7,101684131;7,095081173;7,053561814;7,05136248;7,025105876;6,990145661;6,967218124;6,946021127;6,934078521;6,893961896;6,860407079;6,670605019;6,573586608;6,478746519;6,409377429;6,24371769;6,16095115;5,983205417;5,837664359;5,71900111;5,59840732;5,470398589;5,314928623;5,229109748;5,103934765;4,967375618;4,883174406;4,807144063;4,707106824;4,569888568;4,512654631
Woodland area;Jiangsu;193,198992;192,9148373;192,0395604;191,2311209;189,7392269;189,3639755;187,8910656;186,0626801;185,5394795;185,248617;184,4908678;184,4867166;182,7940522;182,5300347;182,0372562;181,8678316;181,6876114;179,9093412;179,3319246;177,9919966;176,7124433;175,9568189;175,9017318;175,1468028;174,8157115;174,6928285;174,4253714;174,1453018;173,3757752;172,9092533;171,5982851;170,6581514;169,7693713;168,399939;168,2239948;166,5669133;166,0138574;164,7078451;163,5875512;162,3127118;161,7167987;151,0019859;148,314717;144,5623841;141,3480659;139,6736661;137,411853;135,2024839;133,64431;132,1809146;130,0081021;126,6696104;123,4243684;121,6017904;120,1276549;117,9030121;115,7777087;113,807986;111,2645174;109,8020314;107,7516085
Woodland area;Zhejiang;679,6255166;674,5775323;670,9744862;666,6058606;661,844893;659,8776817;654,7673986;651,1477461;645,1459579;640,0063336;639,7438987;639,3909916;638,5378979;634,8536921;632,977856;631,4559288;628,8019782;628,5219173;627,4301789;622,4682776;618,1511691;615,4111592;615,016389;613,6745394;612,782951;610,0277496;609,8532622;608,2371341;607,136513;606,6049073;601,0334333;598,5053289;598,3964998;594,5987616;593,5607641;587,7097931;587,6447138;583,5520712;580,1601484;576,9271842;576,59752;550,7325665;535,0624379;528,2331038;513,985709;504,9802258;495,1346572;489,5366479;479,5597407;467,6565801;462,7860906;453,6127702;443,2046437;430,981841;420,5099117;412,0349396;400,6198689;390,93457;380,5487785;369,447177;360,0442975
Woodland area;Anhui;499,1944742;494,7986302;491,5328938;488,1722987;486,9617944;485,6332114;482,0612558;481,7396588;480,1383654;476,4739888;474,6191144;473,6730939;472,131894;468,2007998;468,1444846;464,2642413;459,8090179;457,5776979;457,112284;455,9520904;454,1282434;451,9538513;448,6779098;444,9524681;443,6046483;441,8008077;441,4783972;437,7280665;435,5496102;433,736053;431,2499453;427,7411591;427,132278;425,8638441;423,2199109;422,0383215;420,0133608;419,9202445;419,1725864;417,0525;413,5235186;404,2762602;399,0197021;390,6400482;385,8484939;376,9051977;371,3250828;366,7012435;361,4477209;353,606098;344,8569294;337,1568185;333,6401748;323,92506;315,7135508;309,809067;303,1663139;297,9265944;292,1733482;288,3336654;283,3953418
Woodland area;Fujian;1023,653666;1013,755246;1005,074781;995,7313064;985,9138392;977,6267726;974,3399861;971,4933212;966,9151146;966,7360583;965,8549513;957,1525484;951,693117;943,2291033;936,4364372;932,2027953;924,6251966;922,0765809;921,1651741;913,6225395;906,350582;903,7315753;899,6959786;893,5735166;888,1512616;883,4180048;876,5933875;868,1124776;864,5306212;856,8697805;851,3031506;845,6679485;840,4721628;833,1786806;825,7979838;818,4440328;817,1092516;816,1473118;813,8039069;810,0425298;806,8891813;736,5809929;723,4643253;711,2851958;696,0651808;688,7375992;668,3640749;650,0118157;635,1485004;619,3282505;612,2234269;594,1606636;585,2404288;572,651689;563,891704;547,4374152;531,3670014;516,5710762;505,0510498;492,6492382;482,1153361
Woodland area;Jiangxi;1153,95386;1152,600939;1143,66091;1141,798898;1134,570169;1132,369707;1131,419821;1122,757972;1117,752464;1108,591576;1098,653947;1094,788785;1092,68154;1083,970527;1078,865149;1077,556966;1068,243309;1063,43012;1062,132121;1057,5478;1057,033522;1047,692802;1045,035788;1036,849265;1029,98889;1022,356091;1015,512686;1009,334574;1005,166859;996,5684456;989,6783208;982,2517391;979,4643401;970,1421934;963,1235595;954,1549194;952,9517554;950,4996626;950,0686794;946,2961873;945,197252;851,9675064;834,7090716;823,1408356;809,1335988;796,6264833;780,57678;767,4298693;746,3946153;735,101568;723,3066915;708,2066849;692,9927098;685,5356634;676,7626301;662,0997863;644,7335887;629,2590935;613,8367697;596,9682616;579,6131041
Woodland area;Shandong;359,0775527;356,2085919;354,7046513;351,431493;348,2254758;347,5079545;346,0701381;344,0545095;343,9377822;342,1105618;339,2429577;337,3014113;337,2533494;334,9033405;333,0663448;330,9349762;330,4502321;328,4803423;327,971416;324,8198545;324,2983956;324,1832513;322,9615221;320,0346445;318,2712177;318,2071026;315,2562682;312,5301558;310,064455;309,5954129;309,3549748;307,3206081;306,3874931;303,9333431;302,9769904;302,970623;302,1182024;299,8922708;298,3305584;297,6966521;295,5504266;288,1693434;284,4757076;277,3630272;274,4570443;268,3956708;262,4216881;256,4523372;253,8782072;250,8138979;247,691429;240,5832057;234,8458949;231,1724449;226,1469272;219,9719857;215,4033012;212,7968944;210,2529994;205,049583;202,7508982
Woodland area;Henan;578,7298302;573,2334103;570,6626285;568,414916;564,0372779;563,9218934;563,3795313;560,174981;556,4641901;551,6464147;547,6194975;547,5727696;546,6694301;546,0262734;545,8190356;541,7446731;537,0203941;535,3000305;531,4214108;527,0577752;526,0707523;525,840652;524,9679243;520,6576055;520,4483309;518,6237737;516,1694872;514,8467914;510,4056085;507,0733711;504,1870708;500,0874173;498,7816075;495,3558561;495,0665746;491,2000075;488,9358551;488,4595615;484,8857237;480,3254755;480,0648928;431,5358459;424,1489867;411,7251899;399,4877992;391,9816834;385,9773788;375,1102067;367,431164;362,179794;352,5375686;346,4474851;342,3440322;335,3925062;327,7350601;318,0302605;314,3887845;310,0034386;305,3444092;300,9883544;293,4355179
Woodland area;Hubei;974,8208116;967,3605524;962,4565384;958,4705342;950,3965758;941,6942961;933,5189575;927,1576338;918,6269611;916,2540255;909,5564986;903,292775;900,2139693;899,2809347;892,8480212;884,5002768;879,2731304;872,8388365;871,4933233;866,8176906;860,6708991;852,8259858;849,562804;842,3320917;838,9543283;834,1759327;825,9810328;824,5723938;823,2247638;815,3457617;813,9658464;809,9801011;806,6887342;799,5786016;798,92623;797,8782127;795,8748124;791,9977711;786,4993124;781,240851;777,3921171;755,6201046;735,7652057;723,5037207;704,2613019;693,8269587;685,154423;665,2250189;652,731626;634,2116035;618,5336469;612,3112749;603,7538113;592,2714951;583,3088637;568,4063209;558,1218452;545,8532326;531,5048884;519,0675803;504,7168171
Woodland area;Hunan;1277,88312;1269,715522;1259,833691;1256,152006;1249,414061;1244,470546;1243,7039;1241,37291;1232,804267;1221,22824;1217,427453;1208,315613;1206,016548;1201,907049;1198,917429;1187,657522;1183,57667;1183,432376;1180,376759;1176,15053;1174,647437;1169,138432;1162,638256;1162,471648;1162,251675;1153,594362;1153,010834;1147,851131;1142,606322;1134,734904;1124,103884;1118,087545;1108,70701;1100,276512;1100,106248;1096,704229;1086,253764;1084,662259;1078,205754;1073,378543;1064,395426;1011,2128;982,4450766;972,3590717;958,64104;946,2864308;935,1723076;908,9084495;887,2319921;867,9878774;843,8966246;831,5145983;809,9961767;801,4901045;782,9820831;771,524122;761,010825;743,9486555;729,4278924;708,4024365;693,4338179
Woodland area;Guangdong;1159,99742;1149,269098;1141,8016;1138,087754;1133,389532;1124,242217;1115,453447;1113,499206;1104,230701;1103,359307;1094,969978;1085,032467;1076,743505;1076,685243;1069,50162;1063,204865;1056,974962;1055,817387;1050,57855;1046,05899;1044,865492;1040,831337;1032,501583;1027,939899;1019,786588;1012,109439;1002,778613;1002,015352;993,7844032;993,3910868;988,0352635;980,882388;975,14368;972,6973523;969,2480116;968,5598969;963,5320144;958,0186451;949,2084646;948,6025231;941,2615562;872,1422032;856,1452121;842,4433293;820,5530052;800,7431943;789,2012562;772,9659286;753,20632;743,1064486;733,9477845;721,338906;707,212635;687,8885546;672,4198743;665,4499976;654,7310149;645,3975038;627,8681919;615,4400428;603,8391066
Woodland area;Guangxi;1687,084522;1675,622776;1666,990474;1658,620626;1647,342406;1645,947656;1642,934128;1630,688136;1629,138973;1626,662488;1617,729904;1606,776527;1597,571425;1591,773234;1582,690102;1579,935285;1571,532295;1570,02476;1566,386151;1559,736793;1550,189646;1535,607376;1529,049213;1527,700422;1521,880809;1510,912294;1503,227306;1490,066445;1479,847426;1476,613068;1463,572987;1450,462401;1445,67427;1434,512778;1432,491599;1423,830679;1418,234356;1415,688464;1406,180698;1401,20223;1401,075893;1377,370878;1341,882948;1324,912603;1289,277599;1255,029133;1234,193071;1199,112329;1180,201358;1161,825501;1141,407022;1113,469635;1083,63651;1065,811614;1050,442158;1021,438977;991,076756;979,6278411;960,0430202;943,1667203;930,3547351
Woodland area;Hainan;238,7748088;237,7113842;235,5690511;235,1591144;234,1060159;233,9644675;232,8191213;231,4877495;229,9564952;227,8390501;227,6629929;225,4201833;224,253319;223,244754;222,9802174;222,6783549;220,8159977;219,5247254;219,4708908;219,1480486;218,9531925;217,4554485;216,0765913;214,8318937;214,2949474;212,6115583;211,9479971;210,4865308;209,2641848;207,8126204;205,913663;205,3900915;203,4177001;202,5532964;200,9127153;200,7201363;199,0508041;199,0259415;198,2569815;197,8462258;197,043846;176,3246113;173,7312304;170,7106416;168,5179639;165,4829096;161,3095742;159,3216674;155,0186559;152,0306888;149,1626603;146,4696669;143,6574526;141,6727478;137,6064866;135,8857508;134,1541752;131,4752739;129,9155861;126,8911354;124,580306
Woodland area;Chongqing;454,426751;450,2681624;446,9065879;446,371172;445,3316183;444,6947053;440,8829239;440,5895155;436,5020036;436,1194206;433,6178507;429,7029766;426,5255388;424,9677691;422,818562;422,4931691;419,8952775;419,4751195;418,1832268;417,0831541;414,0448081;413,3938909;412,1660432;409,4118002;407,7574318;405,647643;404,9330527;402,8196684;401,6013023;399,781907;397,3041234;393,9956206;393,4745066;390,9945357;389,7698994;388,1076873;387,1367963;384,2935128;380,8662178;379,1309258;377,347351;359,4383211;354,0746635;345,5939044;341,9541554;336,5493137;329,8676792;325,6332166;317,2382963;309,7709841;301,2890951;293,2780661;290,2892957;284,3659539;277,776455;272,3742527;266,690379;259,9666051;254,7645845;251,7197918;245,2125536
Woodland area;Sichuan;2532,096414;2522,547142;2514,210758;2502,199394;2486,907637;2483,555572;2467,336093;2462,707158;2454,765939;2431,563057;2411,342826;2398,595495;2377,960588;2362,961466;2356,344746;2354,173477;2351,824779;2346,605494;2324,229829;2319,068934;2297,493455;2277,664831;2265,437759;2262,694703;2260,562188;2239,81144;2229,600599;2222,316373;2205,039135;2186,361832;2178,058144;2177,006383;2168,059149;2154,637041;2135,505085;2122,943676;2107,312897;2098,142451;2083,656187;2075,556196;2067,981609;1995,874399;1944,951988;1896,077531;1842,596718;1799,950113;1756,521608;1732,382179;1693,274766;1666,173676;1616,809381;1577,854104;1551,740818;1531,892267;1497,002186;1475,113005;1445,633665;1409,54643;1368,61126;1349,060149;1315,380569
Woodland area;Guizhou;966,8855676;961,3687281;960,0702996;952,5731096;946,95605;938,0498921;932,684245;926,56797;926,0146424;921,6725626;913,8024378;906,8970979;901,1597778;897,3135279;896,3266998;887,6823753;885,267023;876,7311844;868,3354758;868,2576799;864,0134134;863,0904788;856,6964228;848,8053544;846,2897858;841,5177894;837,993486;835,2678263;827,4776432;820,7151031;817,7207366;813,4432646;807,9769521;807,3257635;802,3560912;799,0455415;794,4956236;787,6672523;782,2949742;776,6483056;770,1252477;708,7514968;692,9019481;685,2416767;675,5966475;664,877638;648,4089664;634,7602469;621,0099707;610,5721339;603,7466599;596,4670221;584,4262215;568,1286871;561,9025261;550,1682874;536,5508204;525,3608601;520,0479642;514,8032878;506,054576
Woodland area;Yunnan;2779,846411;2761,727154;2743,078294;2741,581962;2725,050075;2705,458275;2690,885181;2685,672239;2669,484549;2647,234679;2645,418315;2641,373456;2629,989869;2626,328022;2617,597527;2616,012118;2601,116481;2582,877774;2573,960351;2551,21679;2550,90586;2536,360597;2527,906053;2508,134036;2489,927948;2486,903873;2472,909645;2460,875575;2439,276919;2421,283504;2398,893297;2378,241923;2354,73605;2337,726036;2317,363319;2298,552692;2288,932051;2266,742929;2262,872823;2251,158075;2232,077184;2059,483072;2038,405259;1983,279262;1956,8193;1901,400512;1857,543154;1816,276547;1792,352435;1743,623801;1701,148551;1683,652934;1657,913255;1635,346363;1613,122966;1595,5966;1569,049271;1522,828519;1477,679678;1433,848169;1396,51655
Woodland area;Tibet;1896,496541;1894,841838;1892,772541;1874,947766;1864,101026;1859,923851;1852,965498;1848,862669;1834,019869;1823,410738;1817,449894;1814,926542;1799,460056;1785,293137;1772,390729;1759,676783;1745,811427;1734,816386;1718,85635;1705,958726;1692,577465;1687,824995;1677,810126;1672,459099;1667,802604;1654,275273;1641,418461;1626,735307;1621,799163;1610,135983;1594,458432;1586,506131;1584,191497;1575,809924;1569,018733;1556,07382;1555,356897;1549,300626;1540,606508;1540,56893;1531,919756;1472,872497;1436,367286;1411,073306;1383,949506;1353,527144;1334,600338;1305,306123;1287,301441;1259,009239;1229,747871;1203,175214;1179,089229;1162,429387;1140,560995;1106,980974;1086,294497;1063,643572;1047,500001;1031,852026;1016,319194
Woodland area;Shaanxi;1379,300007;1378,768296;1378,166339;1373,974376;1360,808543;1349,142773;1336,64091;1329,394154;1329,305307;1316,230557;1309,989181;1299,720007;1294,991036;1293,164158;1284,167986;1282,86987;1271,788876;1260,142568;1254,512241;1242,803915;1241,466198;1233,798782;1231,782579;1225,398861;1213,706506;1208,496615;1201,153472;1196,183872;1184,936293;1178,161475;1177,563571;1173,916459;1169,575176;1165,152726;1153,680552;1148,55841;1140,368967;1137,570122;1129,319307;1128,592967;1126,806536;1103,39166;1074,278886;1055,477342;1038,34673;1019,613065;1008,900075;984,8425922;969,9728554;952,2371688;925,9021615;904,5395406;891,6122778;881,7806028;866,4819127;844,1995865;830,005912;814,5859456;791,1216125;782,7271958;760,8025421
Woodland area;Gansu;1185,976797;1185,784045;1177,959795;1175,420682;1170,172573;1166,169948;1161,524627;1153,735031;1148,845852;1139,293476;1130,388216;1124,021935;1116,282309;1108,669756;1098,087141;1095,120763;1084,863538;1076,061202;1067,11348;1057,592763;1054,193687;1052,469938;1048,832796;1044,0624;1037,706126;1032,484888;1026,918215;1020,880489;1012,578101;1010,797286;1004,748581;998,0591167;990,8962632;982,6591688;978,4031844;973,9094807;967,6046392;966,665147;960,9185137;957,9451699;948,5305971;922,7118075;901,9311546;884,3160604;861,6557962;842,6880514;820,0420621;807,8439929;790,650416;773,9279751;755,2078825;743,9316373;732,241977;712,9183219;695,6143317;675,711524;666,4002156;656,6366744;642,5147309;630,1343945;620,0004206
Woodland area;Qinghai;890,6831938;888,0861689;879,7569431;877,8055114;871,3841001;869,150598;867,7698209;865,3741786;858,0777652;857,6252844;853,8859502;848,172872;846,4235752;839,4829753;832,198249;825,4617462;818,6231549;813,1900463;809,9112921;808,5764462;805,1130679;798,9200461;793,3888199;792,8137369;786,0736019;782,3757647;781,2263198;776,6584353;775,7017572;770,6229991;764,8628369;757,3542157;753,6146985;751,3773788;750,8424381;749,0831402;741,9563436;739,1675994;736,2905187;729,8436241;729,0565627;686,1608084;667,9594654;660,332306;643,7298231;629,5353998;614,4751848;598,2174313;588,3990142;579,2197899;571,2723311;559,5917184;545,3413651;538,7689769;525,0899439;510,7225225;504,0772065;496,0360932;491,0366573;479,9200335;468,1222199
