Criteria;Province;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
Woodland area;Ningxia;190,5903787;190,3531088;189,8569234;188,8844567;187,6794958;185,9134458;185,1435548;184,2018294;183,7164542;182,7790932;182,7437907;182,3938961;180,6379841;180,2195049;179,8499937;178,3472374;177,8612246;177,0631931;176,2283262;174,5374307;173,5757942;172,8008543;171,1887601;169,9796984;168,5509608;167,640541;167,29228;165,7628278;165,1280288;164,3683116;163,6755867;163,3864013;162,1289464;161,3009224;160,0255454;159,6399847;158,8714989;157,5511837;157,2338048;157,0736677;155,9515225;141,5063884;137,7317023;133,8626391;129,9092581;126,1796372;122,749877;120,4630635;118,5870721;116,0879429;112,7881159;111,3810233;109,0459079;106,2169202;104,7243308;102,0445044;100,9134174;99,24564754;96,39076227;93,57492448;91,22595196
Woodland area;Xinjiang;1246,786196;1234,661113;1224,14494;1219,656365;1210,829891;1206,555285;1196,907134;1191,241098;1184,937661;1179,947429;1173,066979;1166,140869;1156,925428;1153,739699;1142,730595;1138,822989;1132,045469;1121,426833;1111,39936;1106,249417;1102,517924;1099,960757;1098,188394;1092,300901;1085,182657;1081,079519;1075,250133;1065,983406;1064,500809;1063,613753;1058,134121;1051,891488;1045,824023;1039,031416;1037,547871;1028,283707;1021,412439;1011,687906;1007,341253;1000,968259;999,2854772;950,7349752;937,9803984;925,8335778;900,7268849;877,844954;865,0887406;853,8202064;841,4514265;819,7986733;798,1705866;789,4216523;771,3546361;748,4981961;736,6653379;722,8385022;702,3236231;683,1796107;675,1619149;656,2884009;649,3514571
land area(km^2);Beijing;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800;16800
land area(km^2);Tianjin;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300;11300
land area(km^2);Hebei;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700;187700
land area(km^2);Shanxi;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300;156300
land area(km^2);Inner Mongolia;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000;1183000
land area(km^2);Liaoning;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900;145900
land area(km^2);Jilin;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400;187400
land area(km^2);Heilongjiang;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000;473000
land area(km^2);Shanghai;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300;6300
land area(km^2);Jiangsu;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600;102600
land area(km^2);Zhejiang;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000;102000
land area(km^2);Anhui;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700;139700
land area(km^2);Fujian;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300;121300
land area(km^2);Jiangxi;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000
land area(km^2);Shandong;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800;153800
land area(km^2);Henan;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000;167000
land area(km^2);Hubei;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900;185900
land area(km^2);Hunan;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800;211800
land area(km^2);Guangdong;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000;180000
land area(km^2);Guangxi;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000;236000
land area(km^2);Hainan;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000;34000
land area(km^2);Chongqing;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300;82300
land area(km^2);Sichuan;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400;481400
land area(km^2);Guizhou;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000;176000
land area(km^2);Yunnan;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300;383300
land area(km^2);Tibet;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000;1228000
land area(km^2);Shaanxi;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600;205600
land area(km^2);Gansu;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400;454400
land area(km^2);Qinghai;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300;722300
land area(km^2);Ningxia;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400;66400
land area(km^2);Xinjiang;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000;1660000
Wilderness area;Beijing;2301;2298;2296;2294;2292;2289;2287;2285;2282;2280;2278;2276;2273;2271;2269;2266;2264;2262;2260;2257;2255;2253;2251;2248;2246;2244;2242;2239;2237;2235;2233;2231;2228;2226;2224;2222;2219;2217;2215;2213;2211;2208;2206;2204;2202;2200;2193;2186;2180;2173;2167;2160;2154;2147;2141;2134;2128;2122;2115;2109;2103
Wilderness area;Tianjin;481;475;467;462;457;455;453;451;454;452;455;453;456;454;457;455;458;456;459;457;460;458;461;459;462;460;463;461;464;462;465;463;466;464;467;465;468;466;485;482;480;478;476;474;472;470;460;451;442;433;424;416;408;399;391;384;376;368;361;354;347
Wilderness area;Hebei;17221;17204;17187;17170;17153;17136;17118;17101;17084;17067;17050;16915;16781;16647;16515;16647;16254;16125;15997;15870;15744;15619;15495;15372;15250;15129;15009;14890;14772;14655;14538;14423;14309;14195;14082;13971;13860;13750;13641;13532;13425;13318;13213;13108;13004;12901;12862;12605;12567;12529;12491;12454;12417;12379;12342;12305;12268;12231;12195;12158;12122
Wilderness area;Shanxi;18947;18928;18909;18890;18872;18853;18834;18815;18796;18777;18759;18740;18721;18703;18684;18665;18647;18628;18609;18591;18572;18554;18535;18517;18498;18480;18461;18443;18424;18406;18351;18205;18151;18096;17953;17899;17845;17704;17563;17424;17286;17148;17012;16877;16743;16611;16577;16528;16461;16429;16396;16346;16281;16249;16216;16167;16103;16070;16038;15990;15926
Wilderness area;Inner Mongolia;729632;727449;725273;723104;720941;718785;716635;714492;712355;710224;708100;705982;703870;701765;699666;697573;695487;693406;691332;689265;687203;685147;683098;681055;679018;676987;674962;672943;670930;668924;666923;664928;662939;660956;658980;657008;655043;653084;651131;649183;647241;645306;643375;641451;639532;636985;633163;629997;626847;623713;620594;617491;614404;611332;608275;605233;602207;599196;596200;593219;590253
Wilderness area;Liaoning;12813;12800;12787;12774;12762;12749;12736;12723;12711;12698;12685;12660;12635;12610;12584;12559;12534;12509;12484;12459;12434;12410;12385;12360;12335;12311;12286;12262;12237;12213;12188;12164;12140;12116;12091;12067;12043;12019;11995;11971;11947;11923;11900;11876;11852;11829;11805;11781;11758;11734;11711;11687;11664;11641;11617;11594;11571;11548;11525;11502;11479
Wilderness area;Jilin;49891;49742;49593;49445;49297;49150;49003;48856;48710;48564;48419;48274;48130;47986;47842;47699;47556;47414;47272;47131;46990;46849;46709;46570;46430;46291;46153;46015;45877;45740;45603;45467;45331;45195;45060;44925;44791;44657;44523;44390;44257;44125;43993;43861;43730;43600;43512;43425;43338;43252;43165;43079;42993;42907;42821;42735;42650;42565;42479;42394;42310
Wilderness area;Heilongjiang;178449;177916;177383;176853;176324;175797;175271;174746;174224;173703;173183;172665;172149;171634;171120;170609;170098;169590;169082;168577;168072;167570;167068;166569;166071;165574;165079;164585;164093;163602;163112;162624;162138;161653;161170;160688;160207;159728;159250;158774;158299;157825;157353;156883;156413;155946;155634;155322;155012;154702;154392;154083;153775;153468;153161;152855;152549;152244;151939;151635;151332
